ID,Name,StateID,PostCode,GPSCoordinates,UpperLeft,LowerRight,LastUpdated,Deleted
15683,WYNDHAM,6,6740,"128.1233910,-15.4874190,0","127.6111534,-15.1430440","128.6356286,-15.8312214",15/4/2011 16:49:39,0
15684,WYNDHAM VALE,5,3024,"144.6294670,-37.8916410,0","144.5014076,-37.8211626","144.7575264,-37.9620520",15/4/2011 16:49:39,0
15685,WYNEDEN,1,2474,"152.9294300,-28.5451490,0","152.8654003,-28.5059352","152.9934597,-28.5843482",15/4/2011 16:49:39,0
15686,WYNN VALE,3,5127,"138.6858330,-34.7988170,0","138.6698256,-34.7896540","138.7018404,-34.8079790",15/4/2011 16:49:39,0
15687,WYNNUM,2,4178,"153.1742540,-27.4443590,0","153.1422392,-27.4245527","153.2062688,-27.4641617",15/4/2011 16:49:39,0
15688,WYNNUM NORTH,2,4178,"153.1579860,-27.4365630,0","153.1419786,-27.4266596","153.1739934,-27.4464655",15/4/2011 16:49:39,0
15689,WYNNUM PLAZA,2,4178,"153.1541130,-27.4593960,0","153.1502460,-27.4554784","153.1584560,-27.4617736",15/4/2011 16:49:39,0
15690,WYNNUM WEST,2,4178,"153.1563910,-27.4587020,0","153.1243762,-27.4388983","153.1884058,-27.4785022",15/4/2011 16:49:39,0
15691,WYNYARD,4,7325,"145.7280820,-40.9890880,0","145.6000226,-40.9216741","145.8561414,-41.0564331",15/4/2011 16:49:39,0
15692,WYOLA WEST,6,6407,"117.3241700,-31.5533300,0","117.1961106,-31.4772325","117.4522294,-31.6293655",15/4/2011 16:49:39,0
15693,WYOMI,3,5275,"139.8270000,-36.8576760,0","139.8109926,-36.8487477","139.8430074,-36.8666033",15/4/2011 16:49:39,0
15694,WYOMING,1,2250,"151.3507760,-33.4048500,0","151.3187612,-33.3862186","151.3827908,-33.4234774",15/4/2011 16:49:39,0
15695,WYONG,1,2259,"151.4224040,-33.2834800,0","151.3903892,-33.2648226","151.4544188,-33.3021334",15/4/2011 16:49:39,0
15696,WYONG CREEK,1,2259,"151.3631560,-33.2702220,0","151.2991263,-33.2328976","151.4271857,-33.3075305",15/4/2011 16:49:39,0
15697,WYONGAH,1,2259,"151.4903800,-33.2748590,0","151.4743726,-33.2655299","151.5063874,-33.2841871",15/4/2011 16:49:39,0
15698,WYRALLAH,1,2480,"153.2997550,-28.8881720,0","153.2677402,-28.8686311","153.3317698,-28.9077092",15/4/2011 16:49:39,0
15699,WYREEMA,2,4352,"151.8550130,-27.6561250,0","151.8229982,-27.6363569","151.8870278,-27.6758896",15/4/2011 16:49:39,0
15700,WYUNA,5,3620,"145.0972620,-36.1992650,0","144.9692026,-36.1271988","145.2253214,-36.2712650",15/4/2011 16:49:39,0
15701,WYUNA EAST,5,3620,"145.1036230,-36.2253490,0","145.0395933,-36.1893362","145.1676527,-36.2613453",15/4/2011 16:49:39,0
15702,XANTIPPE,6,6609,"117.0014520,-30.2856400,0","116.4892144,-29.9768311","117.5136896,-30.5934799",15/4/2011 16:49:39,0
15703,YAAMBA,2,4704,"150.3678790,-23.1347710,0","150.3038493,-23.0937219","150.4319087,-23.1758075",15/4/2011 16:49:39,0
15704,YAAPEET,5,3424,"142.0602490,-35.7660650,0","141.8041302,-35.6210739","142.3163678,-35.9107923",15/4/2011 16:49:39,0
15705,YABBA NORTH,5,3646,"145.7096550,-36.2082240,0","145.6456253,-36.1722033","145.7736847,-36.2442281",15/4/2011 16:49:39,0
15706,YABBA SOUTH,5,3646,"145.6899160,-36.2801800,0","145.6579012,-36.2621883","145.7219308,-36.2981676",15/4/2011 16:49:39,0
15707,YABBERUP,6,6239,"116.0125280,-33.5385560,0","115.8844686,-33.4641212","116.1405874,-33.6129267",15/4/2011 16:49:39,0
15708,YABBRA,1,2469,"152.5378670,-28.6046550,0","152.4098076,-28.5262571","152.6659264,-28.6829945",15/4/2011 16:49:39,0
15709,YABULU,2,4818,"146.6013610,-19.2157700,0","146.5373313,-19.1736193","146.6653907,-19.2579099",15/4/2011 16:49:39,0
15710,YACKA,3,5470,"138.4447820,-33.5705670,0","138.3167226,-33.4961598","138.5728414,-33.6449101",15/4/2011 16:49:39,0
15711,YACKANDANDAH,5,3749,"146.8379030,-36.3129700,0","146.7098436,-36.2410085","146.9659624,-36.3848652",15/4/2011 16:49:39,0
15712,YADBORO,1,2539,"150.2270430,-35.3773450,0","149.9709242,-35.2316499","150.4831618,-35.5227775",15/4/2011 16:49:39,0
15713,YAGABURNE,2,4390,"150.4925480,-28.1019020,0","150.2364292,-27.9443052","150.7486668,-28.2592677",15/4/2011 16:49:39,0
15714,YAGON,1,2423,"152.4621561,-32.4486423,0","152.3340967,-32.3732834","152.5902155,-32.5239382",15/4/2011 16:49:39,0
15715,YAGOONA,1,2199,"151.0261080,-33.9077250,0","151.0101006,-33.8984641","151.0421154,-33.9169849",15/4/2011 16:49:39,0
15716,YAGOONA WEST,1,2199,"151.0261080,-33.9077250,0","151.0101006,-33.8984641","151.0421154,-33.9169849",15/4/2011 16:49:39,0
15717,YAGOONYA,2,4871,"141.5623560,-16.4262230,0","139.5134058,-15.0515857","143.6113062,-17.7912060",15/4/2011 16:49:39,0
15718,YAHL,3,5291,"140.8302670,-37.8787250,0","140.7662373,-37.8434880","140.8942967,-37.9139451",15/4/2011 16:49:39,0
15719,YAKAMIA,6,6330,"117.8748540,-35.0005130,0","117.8588466,-34.9913725","117.8908614,-35.0096525",15/4/2011 16:49:39,0
15720,YALANDA,3,5641,"136.6901460,-33.2592810,0","136.4340272,-33.1098690","136.9462648,-33.4084379",15/4/2011 16:49:39,0
15721,YALANGUR,2,4352,"151.8290600,-27.4164240,0","151.7970452,-27.3966127","151.8610748,-27.4362317",15/4/2011 16:49:39,0
15722,YALARDY,6,6701,"115.2470990,-26.0957120,0","114.2226239,-25.4526491","116.2715741,-26.7352591",15/4/2011 16:49:39,0
15723,YALATA,3,5690,"131.8103848,-31.4705512,0","131.2981472,-31.1655209","132.3226224,-31.7745908",15/4/2011 16:49:39,0
15724,YALBOROO,2,4741,"148.6552520,-20.8382490,0","148.3991332,-20.6713067","148.9113708,-21.0050064",15/4/2011 16:49:39,0
15725,YALBRAITH,1,2580,"149.7508520,-34.2972170,0","149.4947332,-34.1496012","150.0069708,-34.4445739",15/4/2011 16:49:39,0
15726,YALCA,5,3637,"145.2922335,-35.9530351,0","145.1641741,-35.8807431","145.4202929,-36.0252611",15/4/2011 16:49:39,0
15727,YALGOO,6,6635,"116.6826200,-28.3428340,0","115.6581449,-27.7124780","117.7070951,-28.9694713",15/4/2011 16:49:39,0
15728,YALLABATHARRA,6,6535,"114.3441700,-28.1311100,0","113.8319324,-27.8157715","114.8564076,-28.4455233",15/4/2011 16:49:39,0
15729,YALLAH,1,2530,"150.7806480,-34.5377770,0","150.7486332,-34.5193921","150.8126628,-34.5561578",15/4/2011 16:49:39,0
15730,YALLAMBIE,5,3085,"145.1023090,-37.7274820,0","145.0863016,-37.7186563","145.1183164,-37.7363067",15/4/2011 16:49:39,0
15731,YALLAROI,1,2408,"150.4808180,-29.1194290,0","150.2246992,-28.9633477","150.7369368,-29.2752738",15/4/2011 16:49:39,0
15732,YALLA-Y-POORA,5,3378,"143.0541360,-37.5569330,0","142.7980172,-37.4152711","143.3102548,-37.6983261",15/4/2011 16:49:39,0
15733,YALLINGUP,6,6282,"115.0321260,-33.6458610,0","114.9040666,-33.5715187","115.1601854,-33.7201392",15/4/2011 16:49:39,0
15734,YALLINGUP SIDING,6,6282,"115.1022200,-33.6938900,0","115.0702052,-33.6753208","115.1342348,-33.7124552",15/4/2011 16:49:39,0
15735,YALLOURN,5,3825,"146.3457460,-38.1858200,0","146.2817163,-38.1507304","146.4097757,-38.2208927",15/4/2011 16:49:39,0
15736,YALLOURN NORTH,5,3825,"146.3620010,-38.1639030,0","146.2339416,-38.0936858","146.4900604,-38.2340526",15/4/2011 16:49:39,0
15737,YALLUNDA FLAT,3,5607,"135.8800840,-34.3438450,0","135.6239652,-34.1963110","136.1362028,-34.4911199",15/4/2011 16:49:39,0
15738,YALMY,5,3885,"148.4279760,-37.5377590,0","148.1718572,-37.3960607","148.6840948,-37.6791886",15/4/2011 16:49:39,0
15739,YALPARA,3,5431,"138.8689380,-32.5558040,0","138.6128192,-32.4052026","139.1250568,-32.7061531",15/4/2011 16:49:39,0
15740,YALWAL,1,2540,"150.4243390,-34.9169340,0","150.2962796,-34.8437065","150.5523984,-34.9900962",15/4/2011 16:49:39,0
15741,YALYALUP,6,6280,"115.4746450,-33.7000260,0","115.3465856,-33.6257305","115.6027044,-33.7742573",15/4/2011 16:49:39,0
15742,YAM ISLAND,2,4875,"142.7750320,-9.9029808,0","142.7590246,-9.8919889","142.7910394,-9.9139724",15/4/2011 16:49:39,0
15743,YAMALA,2,4720,"148.3701260,-23.5783170,0","148.1140072,-23.4145919","148.6262448,-23.7418381",15/4/2011 16:49:39,0
15744,YAMANTO,2,4305,"152.7394930,-27.6603860,0","152.7074782,-27.6406186","152.7715078,-27.6801498",15/4/2011 16:49:39,0
15745,YAMBA,1,2464,"153.3614450,-29.4370640,0","153.3294302,-29.4176272","153.3934598,-29.4564970",15/4/2011 16:49:39,0
15746,YAMBA,3,5340,"140.9346490,-34.2744970,0","140.6785302,-34.1268413","141.1907678,-34.4218938",15/4/2011 16:49:39,0
15747,YAMBACOONA,4,7256,"143.9587390,-39.6953270,0","143.4465014,-39.4200435","144.4709766,-39.9695170",15/4/2011 16:49:39,0
15748,YAMBUK,5,3285,"142.0651270,-38.3157930,0","142.0010973,-38.2807661","142.1291567,-38.3508030",15/4/2011 16:49:39,0
15749,YAMBULLA,1,2550,"149.5012340,-37.1503050,0","149.2451152,-37.0078749","149.7573528,-37.2924674",15/4/2011 16:49:39,0
15750,YAMBUNA,5,3621,"144.9907590,-36.1362830,0","144.9267293,-36.1002292","145.0547887,-36.1723202",15/4/2011 16:49:39,0
15751,YAN YEAN,5,3755,"145.1065160,-37.5689670,0","145.0424863,-37.5335824","145.1705457,-37.6043348",15/4/2011 16:49:39,0
15752,YANAC,5,3418,"141.4353740,-36.1478830,0","140.9231364,-35.8590322","141.9476116,-36.4356740",15/4/2011 16:49:39,0
15753,YANAKIE,5,3960,"146.2381190,-38.8296070,0","145.9820002,-38.6903955","146.4942378,-38.9685468",15/4/2011 16:49:39,0
15754,YANCHEP,6,6035,"115.7279046,-31.5341972,0","115.6036327,-31.4518208","115.8521764,-31.6165736",15/4/2011 16:49:39,0
15755,YANCO,1,2703,"146.4076242,-34.6218078,0","146.3488562,-34.5791430","146.4663922,-34.6644725",15/4/2011 16:49:39,0
15756,YANDANOOKA,6,6522,"115.5691040,-29.3145430,0","115.3129852,-29.1587579","115.8252228,-29.4700906",15/4/2011 16:49:39,0
15757,YANDARAN,2,4673,"152.1130740,-24.7212500,0","152.0490443,-24.6807018","152.1771037,-24.7617850",15/4/2011 16:49:39,0
15758,YANDARLO,2,4478,"146.4948460,-25.1669600,0","145.9826084,-24.8433719","147.0070836,-25.4896917",15/4/2011 16:49:39,0
15759,YANDERRA,1,2574,"150.5692540,-34.3241750,0","150.5532466,-34.3149596","150.5852614,-34.3333894",15/4/2011 16:49:39,0
15760,YANDILLA,2,4352,"151.3647150,-27.8359570,0","151.3006853,-27.7964823","151.4287447,-27.8754173",15/4/2011 16:49:39,0
15761,YANDINA,2,4561,"152.9562710,-26.5612020,0","152.9242562,-26.5412396","152.9882858,-26.5811610",15/4/2011 16:49:39,0
15762,YANDINA CREEK,2,4561,"153.0229990,-26.5259750,0","152.9589693,-26.4860344","153.0870287,-26.5659017",15/4/2011 16:49:39,0
15763,YANDO,5,3537,"143.8073420,-36.0686070,0","143.7433123,-36.0325222","143.8713717,-36.1046753",15/4/2011 16:49:39,0
15764,YANDOIT,5,3461,"144.0889770,-37.2129600,0","144.0249473,-37.1774070","144.1530067,-37.2484962",15/4/2011 16:49:39,0
15765,YANDOIT HILLS,5,3461,"144.0923380,-37.2133680,0","144.0603232,-37.1955937","144.1243528,-37.2311381",15/4/2011 16:49:39,0
15766,YANDOO CREEK,6,6701,"114.2936100,-24.2927800,0","113.2691349,-23.6402421","115.3180851,-24.9419807",15/4/2011 16:49:39,0
15767,YANERBIE,3,5680,"134.1422530,-32.9271750,0","133.8861342,-32.7771987","134.3983718,-33.0768975",15/4/2011 16:49:39,0
15768,YANGA,1,2711,"143.6255510,-34.7049790,0","143.3694322,-34.5580821","143.8816698,-34.8516155",15/4/2011 16:49:39,0
15769,YANGAN,2,4371,"152.2100230,-28.1963050,0","152.1459933,-28.1569621","152.2740527,-28.2356334",15/4/2011 16:49:39,0
15770,YANGEBUP,6,6164,"115.8166540,-32.1237160,0","115.7846392,-32.1048146","115.8486688,-32.1426135",15/4/2011 16:49:39,0
15771,YANGERY,5,3283,"142.4289860,-38.3144000,0","142.3969712,-38.2968883","142.4610008,-38.3319075",15/4/2011 16:49:39,0
15772,YANGOURA,5,3858,"146.5282190,-37.8243940,0","146.2721002,-37.6832413","146.7843378,-37.9652773",15/4/2011 16:49:39,0
15773,YANINEE,3,5653,"135.2738670,-32.9475270,0","134.7616294,-32.6473900","135.7861046,-33.2466485",15/4/2011 16:49:39,0
15774,YANKALILLA,3,5203,"138.3356150,-35.4549070,0","138.2715853,-35.4185428","138.3996447,-35.4912547",15/4/2011 16:49:39,0
15775,YANKEES CREEK,1,2550,"149.5448640,-36.4880270,0","149.2887452,-36.3443611","149.8009828,-36.6314270",15/4/2011 16:49:39,0
15776,YANMAH,6,6258,"116.0195090,-34.1795380,0","115.9554793,-34.1426067","116.0835387,-34.2164531",15/4/2011 16:49:39,0
15777,YANNARIE,6,6710,"115.0566700,-22.8925000,0","114.0321949,-22.2330519","116.0811451,-23.5487587",15/4/2011 16:49:39,0
15778,YANNATHAN,5,3981,"145.6398040,-38.2287820,0","145.5757743,-38.1937131","145.7038337,-38.2638340",15/4/2011 16:49:39,0
15779,YANNERGEE,1,2343,"150.0634050,-31.4484700,0","149.8072862,-31.2960425","150.3195238,-31.6006499",15/4/2011 16:49:39,0
15780,YANTABULLA,1,2840,"145.0027510,-29.3383940,0","143.9782759,-28.7139815","146.0272261,-29.9590051",15/4/2011 16:49:39,0
15781,YANTANABIE,3,5661,"134.6358080,-32.4890970,0","134.3796892,-32.3383840","134.8919268,-32.6395580",15/4/2011 16:49:39,0
15782,YANYARRIE,3,5432,"138.4740650,-32.3299690,0","138.2179462,-32.1789906","138.7301838,-32.4806961",15/4/2011 16:49:39,0
15783,YAOUK,1,2629,"148.8099460,-35.8223020,0","148.5538272,-35.6774133","149.0660648,-35.9669267",15/4/2011 16:49:39,0
15784,YAPEEN,5,3451,"144.1684100,-37.1227220,0","144.1043803,-37.0871266","144.2324397,-37.1583007",15/4/2011 16:49:39,0
15785,YARAKA,2,4702,"144.0755680,-24.8830670,0","143.0510929,-24.2335600","145.1000431,-25.5291768",15/4/2011 16:49:39,0
15786,YARARA,1,2644,"147.6394490,-35.7985560,0","147.3833302,-35.6536240","147.8955678,-35.9432241",15/4/2011 16:49:39,0
15787,YARAWINDAH,6,6509,"116.2394400,-31.0763900,0","115.9833212,-30.9233617","116.4955588,-31.2291724",15/4/2011 16:49:39,0
15788,YARCK,5,3719,"145.6107570,-37.1095000,0","145.5467273,-37.0738984","145.6747867,-37.1450849",15/4/2011 16:49:39,0
15789,YARDARINO,6,6525,"115.0299700,-29.2149180,0","114.7738512,-29.0589814","115.2860888,-29.3706176",15/4/2011 16:49:39,0
15790,YARGULLEN,2,4401,"151.6275440,-27.5082760,0","151.5635143,-27.4686828","151.6915737,-27.5478549",15/4/2011 16:49:39,0
15791,YARLOOP,6,6218,"115.8993000,-32.9562860,0","115.8352703,-32.9188280","115.9633297,-32.9937281",15/4/2011 16:49:39,0
15792,YAROOMBA,2,4573,"153.0980930,-26.5520110,0","153.0820856,-26.5420294","153.1141004,-26.5619917",15/4/2011 16:49:39,0
15793,YARPTURK,5,3283,"142.4305627,-38.2872903,0","142.3985479,-38.2697721","142.4625775,-38.3048043",15/4/2011 16:49:39,0
15794,YARRA,1,2580,"149.6230350,-34.7627280,0","149.4949756,-34.6893633","149.7510944,-34.8360275",15/4/2011 16:49:39,0
15795,YARRA CREEK,4,7256,"144.0920940,-39.9922830,0","144.0600792,-39.9751839","144.1241088,-40.0093778",15/4/2011 16:49:39,0
15796,YARRA GLEN,5,3775,"145.3743470,-37.6584940,0","145.3103173,-37.6231520","145.4383767,-37.6938192",15/4/2011 16:49:39,0
15797,YARRA JUNCTION,5,3797,"145.6134060,-37.7814350,0","145.5493763,-37.7461516","145.6774357,-37.8167016",15/4/2011 16:49:39,0
15798,YARRABAH,2,4871,"145.8801898,-17.0018439,0","145.7521304,-16.9164618","146.0082492,-17.0871871",15/4/2011 16:49:39,0
15799,YARRABANDAI,1,2875,"147.5770410,-33.1293200,0","147.3209222,-32.9796866","147.8331598,-33.2786988",15/4/2011 16:49:39,0
15800,YARRABAR,1,2830,"148.4796290,-32.3515990,0","148.3515696,-32.2761592","148.6076884,-32.4269760",15/4/2011 16:49:39,0
15801,YARRABERB,5,3516,"144.0628120,-36.6036240,0","143.9347526,-36.5319315","144.1908714,-36.6752500",15/4/2011 16:49:39,0
15802,YARRABILBA,2,4207,"153.1279700,-27.8198940,0","153.0959552,-27.8001555","153.1599848,-27.8396289",15/4/2011 16:49:39,0
15803,YARRABIN,1,2850,"149.3158980,-32.5938540,0","149.0597792,-32.4433164","149.5720168,-32.7441392",15/4/2011 16:49:39,0
15804,YARRADEN,2,4871,"143.3051830,-14.3077060,0","142.2807079,-13.6146947","144.3296581,-14.9985861",15/4/2011 16:49:39,0
15805,YARRAGADEE,6,6522,"115.4417260,-29.1200580,0","115.1856072,-28.9639776","115.6978448,-29.2759019",15/4/2011 16:49:39,0
15806,YARRAGAL,1,2820,"149.0663080,-32.6112570,0","148.9382486,-32.5360343","149.1943674,-32.6864166",15/4/2011 16:49:39,0
15807,YARRAGON,5,3823,"146.0687720,-38.2038860,0","146.0047423,-38.1688051","146.1328017,-38.2389500",15/4/2011 16:49:39,0
15808,YARRAGON SOUTH,5,3823,"146.0767510,-38.2082640,0","145.9486916,-38.1380895","146.2048104,-38.2783709",15/4/2011 16:49:39,0
15809,YARRAGONG,1,2871,"147.8948930,-33.3090750,0","147.7668336,-33.2344434","148.0229524,-33.3836427",15/4/2011 16:49:39,0
15810,YARRAGRIN,1,2842,"149.0881650,-31.6946330,0","148.8320462,-31.5426065","149.3442838,-31.8464108",15/4/2011 16:49:39,0
15811,YARRAGUNDRY,1,2650,"147.2143520,-35.1068650,0","147.1503223,-35.0703443","147.2783817,-35.1433694",15/4/2011 16:49:39,0
15812,YARRAH,3,5433,"138.0511290,-32.1313320,0","137.5388914,-31.8284659","138.5633666,-32.4331959",15/4/2011 16:49:39,0
15813,YARRAHAPINNI,1,2441,"152.9425350,-30.8373270,0","152.9105202,-30.8181640","152.9745498,-30.8564862",15/4/2011 16:49:39,0
15814,YARRALIN,8,0852,"130.8877420,-16.4435130,0","130.8864129,-16.4386684","130.8927081,-16.4449636",10/11/2011 13:03:19,0
15815,YARRALUMLA,7,2600,"149.0982520,-35.3074800,0","149.0662372,-35.2892667","149.1302668,-35.3256892",15/4/2011 16:49:39,0
15816,YARRAM,5,3971,"146.6760350,-38.5624020,0","146.5479756,-38.4925700","146.8040944,-38.6321662",15/4/2011 16:49:39,0
15817,YARRAMALONG,1,2259,"151.2774950,-33.2225290,0","151.2454802,-33.2038586","151.3095098,-33.2411954",15/4/2011 16:49:39,0
15818,YARRAMAN,1,2343,"150.1497500,-31.6694370,0","149.6375124,-31.3650538","150.6619876,-31.9728260",15/4/2011 16:49:39,0
15819,YARRAMAN,2,4614,"151.9795320,-26.8389930,0","151.8514726,-26.7593167","152.1075914,-26.9186133",15/4/2011 16:49:39,0
15820,YARRAMBAT,5,3091,"145.1370750,-37.6399810,0","145.1050602,-37.6223077","145.1690898,-37.6576501",15/4/2011 16:49:39,0
15821,YARRAMUNDI,1,2753,"150.6726950,-33.6272590,0","150.6086653,-33.5900878","150.7367247,-33.6644141",15/4/2011 16:49:39,0
15822,YARRANBELLA,1,2447,"152.7786180,-30.7275070,0","152.7145883,-30.6891334","152.8426477,-30.7658653",15/4/2011 16:49:39,0
15823,YARRANGOBILLY,1,2720,"148.4509750,-35.6435480,0","148.3229156,-35.5709740","148.5790344,-35.7160561",15/4/2011 16:49:39,0
15824,YARRANLEA,2,4356,"151.5310780,-27.7243060,0","151.4670483,-27.6847908","151.5951077,-27.7638069",15/4/2011 16:49:39,0
15825,YARRAS,1,2446,"152.3429710,-31.4153190,0","152.2789413,-31.3772218","152.4070007,-31.4534007",15/4/2011 16:49:39,0
15826,YARRAS,1,2795,"149.6739680,-33.3556070,0","149.6099383,-33.3183191","149.7379977,-33.3928789",15/4/2011 16:49:39,0
15827,YARRATT FOREST,1,2429,"152.4238110,-31.7791210,0","152.3597813,-31.7411723","152.4878407,-31.8170542",15/4/2011 16:49:39,0
15828,YARRAVEL,1,2440,"152.7623500,-31.0473380,0","152.6983203,-31.0090923","152.8263797,-31.0855684",15/4/2011 16:49:39,0
15829,YARRAVILLE,5,3013,"144.8909190,-37.8166910,0","144.8749116,-37.8078759","144.9069264,-37.8255050",15/4/2011 16:49:39,0
15830,YARRAVILLE WEST,5,3013,"144.8909190,-37.8166910,0","144.8749116,-37.8078759","144.9069264,-37.8255050",15/4/2011 16:49:39,0
15831,YARRAWA,1,2328,"150.5866330,-32.4012010,0","150.4585736,-32.3258025","150.7146924,-32.4765365",15/4/2011 16:49:39,0
15832,YARRAWALLA,5,3575,"144.1017560,-36.1527180,0","143.9736966,-36.0806090","144.2298154,-36.2247608",15/4/2011 16:49:39,0
15833,YARRAWARRAH,1,2233,"151.0327900,-34.0584620,0","151.0167826,-34.0492175","151.0487974,-34.0677055",15/4/2011 16:49:39,0
15834,YARRAWONGA,8,0830,"130.9849170,-12.4711490,0","130.9821794,-12.4675434","130.9884746,-12.4738386",10/11/2011 13:03:33,0
15835,YARRAWONGA,1,2850,"149.6588300,-32.3566210,0","149.5948003,-32.3189110","149.7228597,-32.3943152",15/4/2011 16:49:39,0
15836,YARRAWONGA,5,3730,"146.0046430,-36.0110380,0","145.9406133,-35.9749268","146.0686727,-36.0471327",15/4/2011 16:49:39,0
15837,YARRAWONGA PARK,1,2264,"151.5443750,-33.1009220,0","151.5283676,-33.0915743","151.5603824,-33.1102687",15/4/2011 16:49:39,0
15838,YARRAWONGA SOUTH,5,3730,"146.0136780,-36.0845140,0","145.9816632,-36.0664773","146.0456928,-36.1025466",15/4/2011 16:49:39,0
15839,YARRIE LAKE,1,2388,"149.5366290,-30.3957370,0","149.2805102,-30.2416263","149.7927478,-30.5496049",15/4/2011 16:49:39,0
15840,YARROL,2,4630,"151.3521340,-25.1300770,0","151.0960152,-24.9683408","151.6082528,-25.2915994",15/4/2011 16:49:39,0
15841,YARROW,1,2620,"149.2652020,-35.4171700,0","149.1371426,-35.3443912","149.3932614,-35.4898832",15/4/2011 16:49:39,0
15842,YARROWEYAH,5,3644,"145.5775680,-35.9254670,0","145.5135383,-35.8893166","145.6415977,-35.9616008",15/4/2011 16:49:39,0
15843,YARROWFORD,1,2370,"151.7590329,-29.6466184,0","151.6309735,-29.5690099","151.8870923,-29.7241671",15/4/2011 16:49:39,0
15844,YARROWITCH,1,2354,"152.0262240,-31.2645060,0","151.7701052,-31.1117806","152.2823428,-31.4169846",15/4/2011 16:49:39,0
15845,YARROWYCK,1,2358,"151.3135130,-30.4654850,0","151.0573942,-30.3114842","151.5696318,-30.6192427",15/4/2011 16:49:39,0
15846,YARRUNGA,5,3677,"146.3195093,-36.3676414,0","146.2677859,-36.3286362","146.3712327,-36.4066467",15/4/2011 16:49:39,0
15847,YARWUN,2,4694,"151.1255630,-23.8449220,0","151.0615333,-23.8040933","151.1895927,-23.8857379",15/4/2011 16:49:39,0
15848,YASS,1,2582,"148.9112280,-34.8421500,0","148.8471983,-34.8055111","148.9752577,-34.8787726",15/4/2011 16:49:39,0
15849,YASS RIVER,1,2582,"149.0969160,-34.9072000,0","148.9688566,-34.8339638","149.2249754,-34.9803709",15/4/2011 16:49:39,0
15850,YATALA,2,4207,"153.2225810,-27.7418310,0","153.1905662,-27.7220784","153.2545958,-27.7615801",15/4/2011 16:49:39,0
15851,YATALA DC,2,4207,"153.2150526,-27.7759410,0","153.0618566,-27.6645612","153.3682486,-27.8873208",15/4/2011 16:49:39,0
15852,YATALA VALE,3,5126,"138.7328010,-34.7939330,0","138.7167936,-34.7847694","138.7488084,-34.8030955",15/4/2011 16:49:39,0
15853,YATCHAW,5,3301,"142.0990160,-37.8161260,0","141.9709566,-37.7455754","142.2270754,-37.8866092",15/4/2011 16:49:39,0
15854,YATHELLA,1,2650,"147.4650530,-34.9275150,0","147.4010233,-34.8909141","147.5290827,-34.9640996",15/4/2011 16:49:39,0
15855,YATHROO,6,6507,"115.8236100,-30.8205600,0","115.5674912,-30.6671223","116.0797288,-30.9737529",15/4/2011 16:49:39,0
15856,YATINA,3,5422,"138.6678390,-32.9279160,0","138.6038093,-32.8904460","138.7318687,-32.9653701",15/4/2011 16:49:39,0
15857,YATTALUNGA,1,2251,"151.3605360,-33.4705680,0","151.3445286,-33.4612598","151.3765434,-33.4798752",15/4/2011 16:49:39,0
15858,YATTALUNGA,3,5114,"138.7908630,-34.6842390,0","138.7268333,-34.6475300","138.8548927,-34.7209317",15/4/2011 16:49:39,0
15859,YATTE YATTAH,1,2539,"150.4265260,-35.2633320,0","150.3624963,-35.2268815","150.4905557,-35.2997661",15/4/2011 16:49:39,0
15860,YAVEN CREEK,1,2729,"147.9571700,-35.5167160,0","147.7010512,-35.3712725","148.2132888,-35.6618964",15/4/2011 16:49:39,0
15861,YAWONG HILLS,5,3478,"143.3852089,-36.4727791,0","143.3531941,-36.4548319","143.4172237,-36.4907222",15/4/2011 16:49:39,0
15862,YEA,5,3717,"145.4238800,-37.2122470,0","145.2958206,-37.1411237","145.5519394,-37.2833033",15/4/2011 16:49:39,0
15863,YEAGARUP,6,6260,"115.8833650,-34.4967390,0","115.7553056,-34.4231389","116.0114244,-34.5702741",15/4/2011 16:49:39,0
15864,YEAL,6,6503,"115.7591700,-31.4563900,0","115.6311106,-31.3802136","115.8872294,-31.5325045",15/4/2011 16:49:39,0
15865,YEALERING,6,6372,"117.6302270,-32.5930850,0","117.3741082,-32.4425461","117.8863458,-32.7433715",15/4/2011 16:49:39,0
15866,YEELANNA,3,5632,"135.7290060,-34.1392420,0","135.4728872,-33.9913497","135.9851248,-34.2868759",15/4/2011 16:49:39,0
15867,YEERONGPILLY,2,4105,"153.0132270,-27.5263070,0","152.9972196,-27.5164117","153.0292344,-27.5362014",15/4/2011 16:49:39,0
15868,YELARBON,2,4388,"150.7527600,-28.5723330,0","150.4966412,-28.4154307","151.0088788,-28.7290017",15/4/2011 16:49:39,0
15869,YELBENI,6,6487,"117.6602100,-31.1704290,0","117.6442026,-31.1608814","117.6762174,-31.1799756",15/4/2011 16:49:39,0
15870,YELGUN,1,2483,"153.5128340,-28.4760320,0","153.4808192,-28.4564141","153.5448488,-28.4956463",15/4/2011 16:49:39,0
15871,YELLINGBO,5,3139,"145.5082580,-37.8134850,0","145.3801986,-37.7429319","145.6363174,-37.8839708",15/4/2011 16:49:39,0
15872,YELLOW DAM,1,2371,"151.4041430,-29.3913570,0","151.1480242,-29.2356891","151.6602618,-29.5467871",15/4/2011 16:49:39,0
15873,YELLOW PINCH,1,2548,"149.8395420,-36.8610120,0","149.8075272,-36.8431551","149.8715568,-36.8788648",15/4/2011 16:49:39,0
