ID,Description,code,Unit,Deleted,enabled,kgperunit
962,Slab Stage - Duplex/Unit - SC,Metricon-Duplex/Unit-1-SC,Number,0,1,1
963,Slab Stage - Single Storey -SC,Metricon-Single-1-SC,Number,0,1,1
964,Slab Stage- Area C- Double Storey - 1-SC,MOJO-C-D-1-SC,Number,0,1,1
965,Brick/Cladding - Area B - Double Storey -SC,MOJO-B-D-2-SC,Number,0,1,1
966,Brick/Cladding Double storey over 400 sqm -SC,Reefview-D-over 400-2-SC,Number,0,1,1
967,Brick/Cladding over 300 sqm -SC,Reefview -over 300-2-SC,Number,0,1,1
968,Brick/Cladding over 300sqm,Reefview-over 300 -2,Number,0,1,1
969,Brick/Cladding Stage- Area B - Double Storey,MOJO-B-D-2,Number,0,1,1
970,Brick/Cladding Stage over 400sqm,Reefview-D-over 400-2,Number,0,1,1
971,Brick/Cladding up to 300 sqm,Reefview-up to300-2,Number,0,1,1
972,Brick/Cladding up to 300sqm - SC,Reefview-up to 300-2-SC,Number,0,1,1
973,Brick/Cladding up to 300sqm -SC,Reefview- up to 300-1-SC,Number,0,1,1
974,Final Stage - Area B - Double Storey,MOJO-B-D-4,Number,0,1,1
975,Final Stage - Area B - Double Storey- SC,MOJO-B-D-4-SC,Number,0,1,1
976,Final Stage - Double Storey - over 400 sqm -SC,Reefview-D-over 400-4-SC,Number,0,1,1
977,Final Stage -Double Storey - over 400 sqm,Reefview-D-over 400 -4,Number,0,1,1
978,Final Stage over 300 sqm -SC,Reefview-over 300 -4-SC,Number,0,1,1
979,Final Stage over 300sqm,Reefview-over 300-4,Number,0,1,1
980,Final Stage up to 300 sqm,Reefview-upto 300-4,Number,0,1,1
981,FInal Stage up to 300sqm -SC,Reefview-upto 300 -4-SC,Number,0,1,1
982,Gyprock Bag Pick up - Ulladulla Allworth,Gyprock Bag Pick up Ulladulla,Number,0,1,1
983,Gyprock Stage - Area B - Double Storey,MOJO-B-D-3,Number,0,1,1
984,Gyprock Stage - over 400 sqm,Reefview-D-over 400-3,Number,0,1,1
985,Gyprock Stage- Area B - Double Storey -SC,MOJO-B-D-3-SC,Number,0,1,1
986,Gyprock Stage Double Storey over 400 sqm -SC,Reefview-D-over 400-3-SC,Number,0,1,1
987,Gyprock Stage over 300sqm -SC,Reefview-over 300-3-SC,Number,0,1,1
988,Gyprock Stage up to 300sqm,Reefview-up to 300-3,Number,0,1,1
989,Gyprock Stage up to 300sqm -SC,Reefview-upto 300-3-SC,Number,0,1,1
990,Gyrpock Stage over 300sqm,Reefview-over 300-3,Number,0,1,1
991,Slab Stage Double Storey over 400sqm,Reefview-D-over 400 -1,Number,0,1,1
992,Slab Stage - Area B - Double Storey - SC,MOJO-B-D-1-SC,Number,0,1,1
993,Slab Stage -Area B - Double Storey,MOJO-B-D-1,Number,0,1,1
994,Slab Stage Double Storey over 400 sqm -SC,Reefview-D-over 400-1-SC,Number,0,1,1
995,Slab Stage over 300 sqm-SC,Reefview-over 300 -1-SC,Number,0,1,1
996,Slab Stage over 300sqm,Reefview-over 300 - 1,Number,0,1,1
997,Slab Stage up to 300 sqm,Reefview-up to 300-1,Number,0,1,1
998,Slab Stage up to 300 sqm -SC,Reefview-upto 300-1-SC,Number,0,1,1
999,Bobcat and Truck Hire - per Hour SC,Bobcat and Truck Hire SC,Number,0,1,1
1000,Bobcat or Excavator Hire - per hour SC,Bobcat/Excavator Hire SC,Number,0,1,1
1001,Extra - Brick/Concrete Tip Fees SC,Brick and Concrete Tip Fees SC,Number,0,1,1
1002,Extra General Waste Tip Fees SC,General Waste Tip Fees SC,Number,0,1,1
1003,Labour Hire -  2 Labourers Per Hour SC,Labour Hire x 2 SC,Number,0,1,1
1004,Labour Hire -  3 Labourers Per Hour SC,Labour Hire x 3 SC,Number,0,1,1
1005,Labour Hire - 4 Labourers Per Hour SC,Labour Hire x 4 SC,Number,0,1,1
1006,Labour Hire -  5 Labourers Per Hour SC,Labour Hire x 5 SC,Number,0,1,1
1007,Labour Hire - 1 Labourer Per Hour SC,Labour Hire x 1 SC,Number,0,1,1
1008,Spoil Removal Tip Fee Only SC(No Truck/Plant Hire),Spoil Removal Tip Fee Only SC,Number,0,1,1
1009,Truck Hire - per hour SC,Truck Hire SC,Number,0,1,1
1010,Supply and Spread Driveway Material Travel SC,Driveways -Travel SC,Number,0,1,1
1011,Pallet Removal - Per Pallet SC,Pallet Removal SC,Number,0,1,1
1012,Brick/Cladding StageACT-(Please see job for price),2nd Stage ACT - Special Price,Number,0,1,1
1013,Final Stage ACT - (Please see job for price),Final Stage ACT- Special Price,Number,0,1,1
1014,Gyprock Stage ACT - (Please see job for price),3rd Stage ACT - Special Price,Number,0,1,1
1015,Slab Stage ACT - (Please see job for price),1st Stage ACT - Special Price,Number,0,1,1
1016,Brick/Cladding Stage - 200 to 250 sqm,RPG-200-250-2-SC,Number,0,1,1
1017,Final Stage - 200 to 250 sqm,RPG-200-250-4-SC,Number,0,1,1
1018,Gyprock Stage - 200 to 250 sqm,RPG-200-250-3-SC,Number,0,1,1
1019,Slab Stage - 200 to 250 sqm,RPG-200-250-1-SC,Number,0,1,1
1020,Alligator Ties Block S/S (10) (124039),Alligator Ties Block S/S (10),Number,0,1,1
1021,E20 Bobcat Excavator Pick up/Drop off,E20Excavator-Pickup/Dropoff,Number,0,1,1
1022,Pt30 Terex - Pick up/Drop off,PT30Terex-Pickup/Dropoff,Number,0,1,1
1023,Brick/Cladding Stage - Double Storey Up to 400 sqm,Domaine-Double-upto400-3,Number,0,1,1
1024,Final Stage - Double Storey Up to 400 sqm,Domaine-Double-upto400-5,Number,0,1,1
1025,Gyprock Stage - Double Storey Up to 400 sqm,Domaine-Double-upto400-4,Number,0,1,1
1026,Post Frame Stage - Double Storey - Up to 400 sqm,Domaine-Double-upto400-2,Number,0,1,1
1027,Slab Stage - Double Storey Up to 400 sqm,Domaine-Double-upto400-1,Number,0,1,1
1028,Brick/Cladding Stage - 200 to 250 sqm,RPG-200-250-2,Number,0,1,1
1029,Final Stage - 200 to 250 sqm,RPG-200-250-4,Number,0,1,1
1030,Gyprock Stage - 200 to 250 sqm,RPG-200-250-3,Number,0,1,1
1031,Slab Stage - 200 to 250 sqm,RPG-200-250-1,Number,0,1,1
1032,4m3 Gyprock Bag,4 m3 Gyprock Bag - 124949,Number,0,1,1
1034,Selley's Liquid Nails 320g Cartridge (124089),Selleys Liquid Nails,Number,0,1,1
1035,Draincoil 100mm x 50m Socked (124095),Draincoil  100 x 50m Socked,Number,0,1,1
1036,Watering Plants and Grass -per lot,Landscape - Water Plants,Number,0,1,1
1037,Brick/Tile/Concrete Only Bag Pick up 1 Cubic Metre,Brick/Tile/Concrete Bag 1 Cube,Number,0,1,1
1038,Cardboard Only Bag Pick up 3 Cubic Metres,Cardboard Bag pick up 3 Cubes,Number,0,1,300
1039,Gyprock Only Bag Pick up 3 Cubic Metres,Gyprock Bag Pick up 3 Cubes,Number,0,1,1
1040,Polystyrene Only Bag Pick up 3 Cubic Metres,Polystyrene Bag Pick up 3 cube,Number,0,1,1
1041,Steel Pick Up Charge,Steel Pick Up Charge,Number,0,1,1
1042,Timber per cubic metre pick up,Timber per cubic metre,Number,0,1,1
1043,Brick/Cladding Stage - Up to 140 sqm,CW-upto140-2,Number,0,1,1
1044,Final Stage - Up to 140 sqm,CW-upto140-4,Number,0,1,1
1045,Gyprock Stage - Up to 140 sqm,CW-upto140-3,Number,0,1,1
1046,Slab Stage - Up to 140 sqm,CW-upto140-1,Number,0,1,1
1047,Brick/Cladding Stage - 200 to 250 sqm,PBS-SC-200-250-2,Number,0,1,1
1048,Brick/Cladding Stage - 250 to 300 sqm,PBS-SC-250-300-2,Number,0,1,1
1049,Brick/Cladding Stage - Up to 200 sqm,PBS-SC-upto200-2,Number,0,1,1
1050,Final Stage - 200 to 250 sqm,PBS-SC-200-250-4,Number,0,1,1
1051,Final Stage - 250 to 300 sqm,PBS-SC-250-300-4,Number,0,1,1
1052,Final Stage - Up to 200 sqm,PBS-SC-upto200-4,Number,0,1,1
1053,Gyprock Stage - 200 to 250 sqm,PBS-SC-200-250-3,Number,0,1,1
1054,Gyprock Stage - 250 to 300 sqm,PBS-SC-250-300-3,Number,0,1,1
1055,Gyprock Stage - Up to 200 sqm,PBS-SC-upto200-3,Number,0,1,1
1056,Slab Stage - 200 to 250 sqm,PBS-SC-200-250-1,Number,0,1,1
1057,Slab Stage - 250 to 300 sqm,PBS-SC-250-300-1,Number,0,1,1
1058,Slab Stage - Up to 200 sqm,PBS-SC-upto200-1,Number,0,1,1
1059,Cement Crosbe General Purpose 20kg,124105 - Crosbe Cement GP 20kg,Number,0,1,20
1060,Australian Builders Off White Cement 20 kg (124117,Australian Builders Off White,Number,0,1,20
1061,Brick/Cladding Stage - Double Storey,Bell-DoubleStorey-BrickStage,Number,0,1,1
1062,Gyprock Stage - Double Storey,Bell-DoubleStorey-GyprockStage,Number,0,1,1
1063,Post Frame Stage - Double Storey,Bell-DoubleStorey-PostFrame,Number,0,1,1
1064,Pre Final Stage - Double Storey,Bell-DoubleStorey-FinalStage,Number,0,1,1
1065,Cartage,Cartage,Number,0,1,0
1066,Hourly-Hire-Item,Hourly-Hire-Item,Number,0,1,1
1067,Harwood Chip m3,Hardwood Chip m3 (12423),m3,0,1,250
1068,KM,KM,Number,0,1,1
1069,Total,Total,Number,0,1,1
1070,Unit,Unit,Number,0,1,1
1071,Hardwood Chip m3 (12423),Hardwood Chip m3,Number,0,1,1
1072,Jute Mesh Roll (124124),Jute Mesh Roll,Number,0,1,1
1073,Mulch Euchy m3 (124126),Mulch Euchy m3,Number,0,1,1
1080,Go Compost 1m3 (124128),Go Compost 1m3,Number,0,1,1
1088,Brick/Cladding Stage - 200 to 299 sqm,Gin-200-299-2-act,Number,0,1,1
1089,Brick/Cladding Stage - 300 to 399 sqm,Gin-300-399-2-act,Number,0,1,1
1090,Brick/Cladding Stage - 400 to 499 sqm,Gin-400-499-2-act,Number,0,1,1
1091,Brick/Cladding Stage - 500 to 599 sqm,Gin-500-599-2-act,Number,0,1,1
1092,Brick/Cladding Stage - 600-700-sqm,Gin-600-700-2-act,Number,0,1,1
1093,Brick/Cladding Stage - Up to 199 sqm,Gin-Upto199-2-act,Number,0,1,1
1094,Final Stage - 200 to 299 sqm,Gin-200-299-4-act,Number,0,1,1
1095,Final Stage - 300 to 399 sqm,Gin-300-399-4-act,Number,0,1,1
1096,Final Stage - 400 to 499 sqm,Gin-400-499-4-act,Number,0,1,1
1097,Final Stage - 500 to 599 sqm,Gin-500-599-4-act,Number,0,1,1
1098,Final Stage - 600 to 700 sqm,Gin-600-700-4-act,Number,0,1,1
1099,Final Stage - Up to 199 sqm,Gin-Upto199-4-act,Number,0,1,1
1100,Gyprock Stage - 200 to 299 sqm,Gin-200-299-3-act,Number,0,1,1
1101,Gyprock Stage - 300 to 399 sqm,Gin-300-399-3-act,Number,0,1,1
1102,Gyprock Stage - 400 to 499 sqm,Gin-400-499-3-act,Number,0,1,1
1103,Gyprock Stage - 500 to 599 sqm,Gin-500-599-3-act,Number,0,1,1
1104,Gyprock Stage - 600 to 700 sqm,Gin-600-700-3-act,Number,0,1,1
1105,Gyprock Stage - Up to 199 sqm,Gin-Upto199-3-act,Number,0,1,1
1106,Slab Stage - 200 to 299 sqm,Gin-200-299-1-act,Number,0,1,1
1107,Slab Stage - 300 to 399 sqm,Gin-300-399-1-act,Number,0,1,1
1108,Slab Stage - 400 to 499 sqm,Gin-400-499-1-act,Number,0,1,1
1109,Slab Stage - 500 to 599 sqm,Gin-500-599-1-act,Number,0,1,1
1110,Slab Stage - 600 to 700 sqm,Gin-600-700-1-act,Number,0,1,1
1111,Slab Stage - Up to 199 sqm,Gin-Upto199-1-act,Number,0,1,1
1112,General Waste Only Bag Pick up 3 Cubic Metres,General Waste Bag pick up 3 m3,Number,0,1,1
1113,Brick/Cladding Stage - Double Storey,Burbank-ACT-Double-2,Number,0,1,1
1114,Brick/Cladding Stage - Single Storey,Burbank-ACT-Single-2,Number,0,1,1
1115,Final Stage - Double Storey,Burbank-ACT-Double-4,Number,0,1,1
1116,Final Stage - Single Storey,Bubank-ACT-Single-4,Number,0,1,1
1117,Gyprock Stage - Double Storey,Burbank-ACT-Double-3,Number,0,1,1
1118,Gyprock Stage - Single Storey,Burbank-ACT-Single-3,Number,0,1,1
1119,Slab Stage - Double Storey,Burbank-ACT-Double-1,Number,0,1,1
1120,Slab Stage - Single Storey,Burbank-ACT-Single-1,Number,0,1,1
1121,Bobcat and Truck Hire per hour - ACT,Bobcat and Truck Hire ACT,Number,0,1,1
1122,Bobcat or Excavator Hire per hour ACT,Bobcat/Excavator Hire ACT,Number,0,1,1
1123,Extra - Brick/Concrete Tip Fees Per Cube ACT,Extra-ACT-Brick/ConcreteTipFee,Number,0,1,1
1124,Extra General Waste Tip Fees per cube - ACT,Extra-ACT-GeneralTipFees,Number,0,1,1
1126,Labour Hire x 1 ACT,Labour Hire x 1 ACT,Number,0,1,1
1127,Labour Hire X 2 ACT,Labour Hire x 2 ACT,Number,0,1,1
1128,Labour Hire x 3 ACT,Labour Hire x 3 ACT,Number,0,1,1
1129,Final Stage - Single Storey ACT,Burbank-ACT-Single-4,Number,0,1,1
1130,Slab Stage  - MDJH ACT - NSW jobs,MDJHACT-Slab Stage - NSW,Number,0,1,1
1131,Slab Stage - MDJH ACT - ACT jobs,MDJHACT-Slab Stage-ACT,Number,0,1,1
1132,Blowable Bag Set up - MDJH ACT - ACT jobs,MDJHACT-BlowableBag-ACT,Number,0,1,1
1133,Blowable Bag Set up - MDJH ACT - NSW jobs,MDJHACT-BlowableBag-NSW,Number,0,1,1
1134,Brick/Cladding Stage - Double Storey ACT,MDJHACT-D-2-ACT,Number,0,1,1
1135,Brick/Cladding Stage - Double Storey NSW,MDJHACT-D-2-NSW,Number,0,1,1
1136,Brick/Cladding Stage -  Single Storey ACT,MDJHACT-S-2-ACT,Number,0,1,1
1137,Brick/Cladding Stage - Single Storey NSW,MDJHACT-S-2-NSW,Number,0,1,1
1138,Final Stage - Double Storey ACT,MDJHACT-D-4-ACT,Number,0,1,1
1139,Final Stage - Double Storey - NSW,MDJHACT-D-4-NSW,Number,0,1,1
1140,Final Stage - Single Storey ACT,MDJHACT-S-4-ACT,Number,0,1,1
1141,Final Stage - Single Storey NSW,MDJHACT-S-4-NSW,Number,0,1,1
1142,Gyprock Stage - Double Storey ACT,MDJHACT-D-3-ACT,Number,0,1,1
1143,Gyprock Stage - Double Storey - NSW,MDJHACT-D-3-NSW,Number,0,1,1
1144,Gyprock Stage - Single Storey ACT,MDJHACT-S-3-ACT,Number,0,1,1
1145,Gyprock Stage - Single Storey NSW,MDJHACT-S-3-NSW,Number,0,1,1
1146,Dry Pressed Common Brick (124844),Dry Pressed Common (124844),Number,0,1,1
1147,Gyprock Removal for Double Storey NSW Zone G,MDJHACT-Gyprock-D-NSW,Number,0,1,1
1148,Gyprock Removal for Double Storey ACT,MDJHACT-Gyprock-D-ACT,Number,0,1,1
1149,Gyprock Removal for Single Storey NSW Zone G,MDJHACT-Gyprock-S-NSW,Number,0,1,1
1150,Gyprock Removal for Single Storey ACT,MDJHACT-Gyprock-S-ACT,Number,0,1,1
1151,Brick/Cladding Stage - 200 to 299m2 ACT,2nd Stage ACT - 200 to 299m2,Number,0,1,1
1152,Brick/Cladding Stage - 300 to 399m2 ACT,2nd Stage ACT - 300 to 399m2,Number,0,1,1
1153,Brick/Cladding Stage - 400 to 499m2 ACT,2nd Stage ACT - 400 to 499m2,Number,0,1,1
1154,Brick/Cladding Stage - Up to 199m2 ACT,2nd Stage ACT - Up to 199m2,Number,0,1,1
1155,Extra Brick and Concrete Tip Fees per tonne Act,Extra-Brick/Con-TipFees-ACT,Number,0,1,1
1156,Extra Clean Spoil Tip Fees per tonne - ACT,Extra-CleanSpoil-TipFees-ACT,Number,0,1,1
1157,Extra General Waste Tip Fees per tonne ACT,Extra-Waste-TipFees-ACT,Number,0,1,1
1158,Final Stage - 200 to 299m2 ACT,Final Stage ACT - 200 to 299m2,Number,0,1,1
1159,Final Stage - 300 to 299m2 ACT,Final Stage ACT - 300 to 399 m,Number,0,1,1
1160,Final Stage - 400 to 499m2 ACT,Final Stage ACT - 400 to 499m2,Number,0,1,1
1161,Final Stage - Up to 199m2 ACT,Final Stage ACT - Up to 199m2,Number,0,1,1
1162,Gyprock Stage - 200 too 299m2 ACT,3rd Stage ACT - 200 to 299m2,Number,0,1,1
1163,Gyprock Stage - 300 to 399m2 ACT,3rd Stage ACT - 300 to 399m2,Number,0,1,1
1164,Gyprock Stage - 400 to 499 m2 ACT,3rd Stage ACT - 400 to 499m2,Number,0,1,1
1165,Gyprock Stage - Up to 199m2 ACT,3rd Stage ACT- Up to 199m2,Number,0,1,1
1166,Labour Hire x 4 ACT,Labour Hire x 4 ACT,Number,0,1,1
1167,Labour Hire x 5 ACT,Labour Hire x 5 ACT,Number,0,1,1
1168,Pallet Removal ACT,Pallet- Removal-ACT,Number,0,1,1
1169,Slab Stage - 200 to 299m2 ACT,1st Stage ACT - 200 to 299m2,Number,0,1,1
1170,Slab Stage - 300 to 299m2 ACT,1st Stage ACT - 300 to 399m2,Number,0,1,1
1171,Slab Stage - 400 to 499m2 ACT,1st Stage ACT - 400 to 499m2,Number,0,1,1
1172,Slab Stage - 500 to 599m2 ACT,1st Stage ACT - 500 to 599m,Number,0,1,1
1173,Slab Stage - Up to 199 m2 ACT,1st Stage ACT - Up to 199m2,Number,0,1,1
1174,Supply and Spread Driveway Material - ACT,Driveways-ACT,Number,0,1,1
1175,Sydneystone Wall Blocks (124744),Sydenystone Wall Blocks,Number,0,1,1
1176,Brick/Cladding Stage -Upto200m2NarrabundahStage1,PBS-upto200-2-Narrabundah,Number,0,1,1
1177,Final Stage - Up to 200m2 Narrabundah Stage 1,PBS-upto200-4-Narrabundah,Number,0,1,1
1178,Gyprock Stage - Up to 200m2 Narrabundah Stage 1,PBS-upto200-3-Narrabundah,Number,0,1,1
1179,Slab Stage - Up to 200m2 Narrabundah Stage 1 Price,PBS-upto200-1-Narrabundah,Number,0,1,1
1180,3 m3 Site Bag,Site Bag 3m3 - 124894,Number,0,1,1
1181,Cardboard Pick Up per 1m3,Cardboard Pick Up per 1m3,Number,0,1,1
1182,General Waste per cube,General Waste per cube,Number,0,1,1
1183,Polystyrene per cube,Polystyrene per cube,Number,0,1,1
1184,Bag Change Over - Charge - SBC - ACT,BagChangeOver-Charge-SBC-ACT,Number,0,1,1
1185,Bag Change Over - Charge - SSC- ACT,BagChangeOver-Charge-SCC-ACT,Number,0,1,1
1186,Bag Pick up No Replacement -  Charge - SBC - ACT,BagPickUp-Charge-SBC-ACT,Number,0,1,1
1187,Bag Pick up No Replacement - Charge - SCC - ACT,BagPickUp-Charge-SCC-ACT,Number,0,1,1
1188,Gyprock Bag Pick up - ACT - Site Bag Customer,Gyprock Bag Pick up - ACT-SBC,Number,0,1,1
1189,Gyprock Bag Pick up - ACT - Site Clean Customer,Gyprock Bag Pick Up - ACT-SCC,Number,0,1,1
1190,Truck Hire - per Hour - ACT,Truck Hire - ACT,Number,0,1,1
1191,Vespol Wallwrap 1350mm x 20m (27m2),Vespol Wallwrap 1350x20-124814,Number,0,1,1
1192,Bag Change Over - Charge - SSC,BagChange-ChargeSCC-ACT-NSWJob,Number,0,1,1
1193,Bag Change Over - Charge SBC,BagChange-ChargeSBC-ACT-NSWJob,Number,0,1,1
1194,Bag Pick up No Replacement - Charge - SBC,BagPickUp-ChargeSBC-ACT-NSWJob,Number,0,1,1
1195,Bag Pick up No Replacement - Charge - SCC,BagPickUp-ChargeSCC-ACT-NSWJob,Number,0,1,1
1196,Bobcat and Truck Hire - Per Hour,Bobcat&TruckHire-ACT-NSWJobs,Number,0,1,1
1197,Bobcat or Excavator Hire - per Hour,Bobcat Hire-ACTprice-NSWJobs,Number,0,1,1
1198,Clean Spoil Tip Fees per Tonne,CleanSpoil-TipFees-ACT-NSWJobs,Number,0,1,1
1199,Extra - Brick and Concrete Tip Fees per Tonne,Brick/ConTipFees-ACT-NSWJobs,Number,0,1,1
1200,Extra - General Waste Tip Fees per Tonne,ExtraGeneralTipFees-ACT-NSWJob,Number,0,1,1
1201,Labour Hire - 1 Labourer Per Hour,LabourHirex1-ACT-NSWJobs,Number,0,1,1
1202,Labour Hire- 2 Labourers Per Hour,LabourHirex2-ACT-NSWJobs,Number,0,1,1
1203,Labour Hire - 3 Labourers Per Hour,LabourHirex3-ACT-NSWJobs,Number,0,1,1
1204,Labour Hire - 4 Labourers Per Hour,LabourHirex4-ACT-NSWjobs,Number,0,1,1
1205,Labour Hire- 5 Labourers Per Hour,LabourHirex5-ACT-NSWJobs,Number,0,1,1
1206,Pallet Removal - Per Pallet,Pallet Removal-ACT-NSWJobs,Number,0,1,1
1207,Supply and Spread Driveway Material,Driveways-ACT-NSW Jobs,Number,0,1,1
1208,Truck Hire per Hour,Truck Hire -ACTPrice-NSWJobs,Number,0,1,1
1209,1 Cubic Metre Bag Service,BArtCentre-1m3BagService,Number,0,0,1
1210,3 Cubic Metre Bag Service,BArtCentre-3m3BagService,Number,0,1,1
1211,Bobcat and Truck Hire per Hour,BArtCentre-Bobcat & Truck Hire,Number,0,1,1
1212,Bobcat or Excavator Hire per Hour,BArtCentre-Bocat/ExcavatorHire,Number,0,1,1
1213,Mortar Loose per 1m3,Mortar Loose per m3,Number,0,1,1
1214,Carboard per cubic metre,BArtCentre-Carboard per m3,Number,0,1,1
1215,General Waste per cubic metre,BArtCentre-GeneralWaste per m3,Number,0,1,1
1216,Gyprock per cubic metre,BArtCentre-Gyprock per m3,Number,0,1,1
1217,Labour Hire - 1 Labourer Per Hour,BArtCentre-Labour Hire x 1,Number,0,1,1
1218,Labour Hire - 2 Labourers Per Hour,BArtCentre-Labour Hire x 2,Number,0,1,1
1219,Labour Hire - 3 Labourers Per Hour,BArtCentre-Labour Hire x 3,Number,0,1,1
1220,Polystyrene per cubic metre,BArtCentre-Polystyrene per m3,Number,0,1,1
1221,Recyclable Plastic per cubic metre,BArtCentre-Plastic per m3,Number,0,1,1
1222,Steel per cubic metre,BArtCentre-Steel per m3,Number,0,1,1
1223,Timber per cubic metre,BArtCentre-Timber per m3,Number,0,1,1
1224,Truck Hire per Hour,BArtCentre-Truck Hire,Number,0,1,1
1225,Metal 5mm Cleary Red in bulka bag (125020),Metal 5mm Cleary Red in BBag,Number,0,1,1
1226,Metal 5mm Cleary's Red,125013,Tonne,0,1,1000
1227,Brick/Cladding Stage - Up to 150 sqm,PBS-GIN-Upto150-2-ACT,Number,0,1,1
1228,Final Stage - Up to 150 sqm,PBS-GIN-Upto150-4-ACT,Number,0,1,1
1229,Gyprock Stage - Up to 150 sqm,PBS-GIN-Upto150-3-ACT,Number,0,1,1
1230,Slab Stage - Up to 150 sqm,PBS-GIN-Upto150-1-ACT,Number,0,1,1
1231,General Waste per Cube - Aveo Home only,Aveo--GeneralWaste-Per Cube,Number,0,1,1
1232,Truck and Trailer Hourly Hire,Truck and Trailer Hourly Hire,Number,0,1,1
1233,Hardwood Stake - 50mm x 50mm x 1800 (125020),Hardwood Stake,Number,0,1,1
1234,Fence Post Driver 800mm (124723),Fence Post Driver,Number,0,1,1
1235,Brick/Cladding Stage - 500 to 600 sqm,DRH-500-600-2,Number,0,1,1
1236,Final Stage - 500 to 600 sqm,DRH-500-600-4,Number,0,1,1
1237,Gyprock Stage - 500 to 600 sqm,DRH-500-600-3,Number,0,1,1
1238,Slab Stage - 500 to 600 sqm,DRH-500-600-1,Number,0,1,1
1239,Brick/Cladding Stage - Double Storey,Simonds-Double-2,Number,0,1,1
1240,Final Stage - Double Storey,Simonds-Double-4,Number,0,1,1
1241,Gyprock Stage - Double Storey,Simonds-Double-3,Number,0,1,1
1242,Slab Stage - Double Storey,Simonds-Double-1,Number,0,1,1
1243,Bag Pick up -,Strongbuild-BagPickup,Number,0,1,1
1244,Bag Change Over,Strongbuild-Bag Change Over,Number,0,1,1
1245,1st Clean - Double Storey,Wisdom-Double-1-Illawarra,Number,0,1,1
1246,1st Clean - Double Storey,Wisdom-Double-1-S/Highlands,Number,0,1,1
1247,1st Clean - Single Storey,Wisdom-Single-1-Illawarra,Number,0,1,1
1248,1st Clean - Single Storey,Wisdom-Single-1-S/Highlands,Number,0,1,1
1249,2nd Clean - Double Storey,Wisdom-Double-2/S/Highlands,Number,0,1,1
1250,2nd Clean - Double Storey,Wisdom-Double-2-Illawarra,Number,0,1,1
1251,2nd Clean - Single Storey,Wisdom-Single-2-Illawarra,Number,0,1,1
1252,2nd Clean - Single Storey,Wisdom-Single-2-S/Highlands,Number,0,1,1
1253,3rd Clean - Double Storey,Wisdom-Double-3-Illawarra,Number,0,1,1
1254,3rd Clean - Double Storey,Wisdom-Double-3-S/Highlands,Number,0,1,1
1255,3rd Clean - Single Storey,Wisdom-Single-3-Illawarra,Number,0,1,1
1256,3rd Clean - Single Storey,Wisdom-Single-3-S/Highlands,Number,0,1,1
1257,4th Clean - Double Storey,Wisdom-Double-4-Illawarra,Number,0,1,1
1258,4th Clean - Double Storey,Wisdom-Double-4-S/Highlands,Number,0,1,1
1259,4th Clean - Single Storey,Wisdom-Single-4-Illawarra,Number,0,1,1
1260,4th Clean - Single Storey,Wisdom-Single-4-S/Highlands,Number,0,1,1
1261,5th Clean - Single Storey,Wisdom-Single-5-S/Highlands,Number,0,1,1
1262,Bag Change Over - Charge- SBC,BagChange-ChargeSBC-S/Highland,Number,0,1,1
1263,Bag Change Over - Charge - SBC,BagChange-ChargeSBC-Sydney,Number,0,1,1
1264,Bag Change Over - Charge - SCC,BagChange-ChargeSCC-Sydney,Number,0,1,1
1265,Bag Change Over - Charge - SBC,BagChange-ChargeSBC-Illawarra,Number,0,1,1
1266,Bag Change Over - Charge - SCC,BagChange-ChargeSCC-Illawarra,Number,0,1,1
1267,Bag Change Over - Charge - SCC,BagChange-ChargeSCC-S/Highland,Number,0,1,1
1268,Bag Pick up no Replacement - Charge - SCC,BagPickUp-ChargeSCC-S/Coast,Number,0,1,1
1269,Bag Pick up No Replacement - Charge - SBC,BagPickup-ChargeSBC-S/Highland,Number,0,1,1
1270,Bag Pick up No Replacement - Charge - SBC,BagPickUp-ChargeSBC-Sydney,Number,0,1,1
1271,Bag Pick up No Replacement - Charge - SCC,BagPickUp-ChargeSCC-S/Highland,Number,0,1,1
1272,Bag Pick up No Replacement - Charge - SCC,BagPickUp-ChargeSCC-Sydney,Number,0,1,1
1273,Bag Pick up No Replacement - Charge - SBC,BagPickUp-ChargeSBC-S/Coast,Number,0,1,1
1274,Bobcat and Truck Hire - Per Hour,Bobcat and Truck Hire - Sydney,Number,0,1,1
1275,Bobcat and Truck Hire - Per Hour,Bobcat and Truck Hire-S/Highl,Number,0,1,1
1276,Bobcat or Excavator Hire - Per Hour,Bobcat/Excavator Hire - S/High,Number,0,1,1
1277,Bobcat or Excavator Hire - Per Hour,Bobcat/Excavator Hire - Sydney,Number,0,1,1
1278,Brick/Cladding Stage,Allam - 2nd Stage - Sydney,Number,0,1,1
1279,Brick Stage - 200 to 250 sqm,RPG-200-250-2-S/Highlands,Number,0,1,1
1280,Brick Stage - 300 to 400 sqm,Eden/Con-300-400-2-Sydney,Number,0,1,1
1281,Brick Stage - 400 to 500 sqm,Eden/Con-400-500-2-Sydney,Number,0,1,1
1282,Brick Stage - 500 to 600 sqm,Eden/Con-500-600-2-Sydney,Number,0,1,1
1283,Brick Stage - 600 to 700 sqm,Eden/Con-600-700-2-Sydney,Number,0,1,1
1284,Brick Stage - Double Storey Up to 400 sqm,Clarendon-Dbl-Und400-2-S/High,Number,0,1,1
